label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
point_up,0.0,0.0,-0.195173,0.051285,-0.369747,-0.08909,-0.376197,-0.327068,-0.317992,-0.522722,-0.451092,-0.856137,-0.486432,-1.341656,-0.484507,-1.66185,-0.477196,-1.932582,-0.289165,-0.945182,-0.26277,-0.973824,-0.241735,-0.620653,-0.24464,-0.455929,-0.136071,-0.93153,-0.108604,-0.81668,-0.110579,-0.511957,-0.137714,-0.422339,0.010385,-0.853143,0.030727,-0.708419,0.012235,-0.473972,-0.027236,-0.417733
point_up,0.0,0.0,-0.19841,0.024968,-0.371408,-0.146057,-0.36392,-0.386176,-0.289687,-0.539193,-0.43919,-0.882647,-0.473325,-1.377429,-0.464231,-1.69084,-0.456644,-1.957073,-0.271602,-0.951614,-0.249495,-1.004181,-0.210427,-0.650382,-0.2019,-0.436169,-0.117705,-0.932969,-0.094424,-0.878161,-0.077703,-0.559809,-0.093026,-0.404952,0.027088,-0.856398,0.050788,-0.801973,0.0449,-0.554349,0.014703,-0.444818
point_up,0.0,0.0,-0.206891,0.022293,-0.384799,-0.152959,-0.372267,-0.395463,-0.287137,-0.544793,-0.441959,-0.871301,-0.479256,-1.408725,-0.467937,-1.747738,-0.455175,-2.03135,-0.269112,-0.949038,-0.252994,-1.033078,-0.216248,-0.672798,-0.202997,-0.45726,-0.115205,-0.937754,-0.09772,-0.86901,-0.085242,-0.561685,-0.099615,-0.422976,0.029494,-0.866165,0.04271,-0.776596,0.034286,-0.545437,0.005995,-0.462618
point_up,0.0,0.0,-0.201992,0.033203,-0.368466,-0.12202,-0.352273,-0.345556,-0.285127,-0.513129,-0.431414,-0.847464,-0.455497,-1.35056,-0.445798,-1.683345,-0.434831,-1.957824,-0.270763,-0.949625,-0.232951,-0.924478,-0.207363,-0.569106,-0.207874,-0.396526,-0.122308,-0.943933,-0.085192,-0.824042,-0.081056,-0.527462,-0.105254,-0.42228,0.019375,-0.872108,0.050516,-0.732675,0.037339,-0.50138,0.002101,-0.431617
point_up,0.0,0.0,-0.206618,0.019928,-0.385912,-0.162701,-0.371772,-0.412306,-0.286703,-0.57273,-0.423678,-0.885458,-0.460139,-1.399802,-0.450189,-1.736823,-0.440673,-2.02418,-0.261906,-0.951316,-0.214052,-0.989635,-0.182653,-0.60884,-0.180803,-0.405143,-0.113658,-0.933788,-0.05815,-0.876181,-0.055607,-0.542071,-0.082869,-0.406655,0.029034,-0.861667,0.076687,-0.79485,0.063643,-0.537683,0.025631,-0.443713
point_up,0.0,0.0,-0.188507,0.025109,-0.361055,-0.141117,-0.342727,-0.375682,-0.257803,-0.531856,-0.409351,-0.890368,-0.44274,-1.383892,-0.432772,-1.708424,-0.425972,-1.980463,-0.251037,-0.956048,-0.20204,-0.970395,-0.179765,-0.608449,-0.187511,-0.39444,-0.104094,-0.932305,-0.05266,-0.850728,-0.056246,-0.533599,-0.088463,-0.390483,0.036208,-0.849827,0.081335,-0.773233,0.059528,-0.528521,0.012753,-0.428523
point_up,0.0,0.0,-0.19249,0.010456,-0.35811,-0.157731,-0.33005,-0.379754,-0.225867,-0.526439,-0.395187,-0.912558,-0.426726,-1.418898,-0.417694,-1.737452,-0.41239,-2.010681,-0.229292,-0.960655,-0.190609,-1.046551,-0.163996,-0.684094,-0.166704,-0.4391,-0.079186,-0.92545,-0.039434,-0.882702,-0.041232,-0.553877,-0.069879,-0.372795,0.061866,-0.827911,0.097108,-0.787123,0.074158,-0.531414,0.027145,-0.392222
point_up,0.0,0.0,-0.189645,0.016398,-0.354163,-0.151381,-0.345367,-0.386722,-0.266236,-0.565943,-0.401927,-0.920966,-0.433885,-1.429257,-0.423909,-1.740407,-0.416621,-2.00312,-0.235175,-0.960874,-0.200747,-1.057902,-0.178162,-0.685751,-0.182206,-0.436492,-0.084665,-0.92289,-0.049981,-0.899612,-0.051908,-0.555694,-0.07657,-0.36845,0.055508,-0.824389,0.084638,-0.806253,0.06686,-0.549771,0.029598,-0.414189
point_up,0.0,0.0,-0.19738,-0.005697,-0.364084,-0.198684,-0.333221,-0.419733,-0.232291,-0.536478,-0.38835,-0.939959,-0.413796,-1.432488,-0.404007,-1.734735,-0.400574,-1.991495,-0.218738,-0.965648,-0.18667,-1.047688,-0.17743,-0.688512,-0.190944,-0.446753,-0.066901,-0.91374,-0.037843,-0.887687,-0.052226,-0.557765,-0.085254,-0.372621,0.073538,-0.805821,0.097427,-0.796775,0.067656,-0.550607,0.021659,-0.414232
point_up,0.0,0.0,-0.199222,-0.008034,-0.363685,-0.198992,-0.343578,-0.433334,-0.244656,-0.567657,-0.389996,-0.933787,-0.419067,-1.432023,-0.409456,-1.739275,-0.404783,-2.007199,-0.220737,-0.96514,-0.187778,-1.07776,-0.164675,-0.70722,-0.165998,-0.440536,-0.068848,-0.922661,-0.04092,-0.909264,-0.047006,-0.570121,-0.071808,-0.363414,0.072518,-0.822433,0.093015,-0.811873,0.065813,-0.560773,0.022647,-0.407697
point_up,0.0,0.0,-0.198122,-0.005144,-0.369122,-0.199379,-0.340708,-0.420623,-0.234721,-0.547016,-0.391596,-0.939879,-0.421155,-1.447352,-0.408908,-1.758698,-0.401149,-2.022591,-0.216948,-0.965556,-0.192656,-1.058891,-0.177256,-0.683086,-0.181803,-0.429739,-0.062253,-0.916393,-0.045569,-0.887535,-0.054998,-0.554929,-0.080612,-0.367744,0.079783,-0.810632,0.088961,-0.789632,0.058925,-0.540201,0.015351,-0.40543
point_up,0.0,0.0,-0.190016,-0.010209,-0.347007,-0.191424,-0.321734,-0.405314,-0.222631,-0.537627,-0.379052,-0.923378,-0.403135,-1.404078,-0.389221,-1.704701,-0.378328,-1.967072,-0.207389,-0.967738,-0.18922,-1.038649,-0.178815,-0.680323,-0.18326,-0.452862,-0.055311,-0.922474,-0.042867,-0.835423,-0.055123,-0.519564,-0.078413,-0.365427,0.083151,-0.816548,0.0923,-0.739397,0.061964,-0.501963,0.023492,-0.395057
point_up,0.0,0.0,-0.185415,-0.008797,-0.327204,-0.17778,-0.29955,-0.386345,-0.2307,-0.538476,-0.36902,-0.927557,-0.387909,-1.417564,-0.373705,-1.72596,-0.364342,-1.989017,-0.195877,-0.969119,-0.155744,-1.032263,-0.141458,-0.687473,-0.154037,-0.447278,-0.04213,-0.92249,-0.010283,-0.831886,-0.021933,-0.519624,-0.056005,-0.347463,0.096052,-0.814306,0.124765,-0.73462,0.092567,-0.493215,0.040823,-0.366772
point_up,0.0,0.0,-0.187878,0.001325,-0.339682,-0.170224,-0.319742,-0.394151,-0.24623,-0.567917,-0.385814,-0.946768,-0.402387,-1.457401,-0.387099,-1.768876,-0.379261,-2.03709,-0.207431,-0.965562,-0.160521,-1.086409,-0.140958,-0.703091,-0.154945,-0.430146,-0.048233,-0.913464,-0.007318,-0.926586,-0.014677,-0.564844,-0.048448,-0.345836,0.098736,-0.804317,0.128789,-0.824555,0.102714,-0.548,0.053813,-0.374931
point_up,0.0,0.0,-0.190234,-0.001526,-0.349426,-0.176357,-0.320506,-0.395205,-0.226914,-0.543316,-0.390396,-0.923449,-0.404327,-1.428987,-0.385271,-1.740633,-0.373224,-2.004623,-0.214435,-0.9648,-0.159065,-1.042055,-0.133365,-0.657484,-0.141807,-0.37465,-0.058103,-0.928669,-0.012725,-0.86409,-0.019296,-0.518381,-0.052954,-0.302012,0.084861,-0.831433,0.120176,-0.774073,0.090671,-0.509183,0.037034,-0.347545
point_up,0.0,0.0,-0.196435,-0.000481,-0.350361,-0.180703,-0.324103,-0.405171,-0.230582,-0.566266,-0.392425,-0.919906,-0.409637,-1.429668,-0.39107,-1.746847,-0.380699,-2.01808,-0.222501,-0.961726,-0.15277,-1.036241,-0.122242,-0.648132,-0.133263,-0.363341,-0.069769,-0.926036,-0.007255,-0.867211,-0.011535,-0.506466,-0.049573,-0.278746,0.070043,-0.827671,0.119396,-0.777886,0.090216,-0.495112,0.030197,-0.312168
point_up,0.0,0.0,-0.1847,-0.00751,-0.327217,-0.173252,-0.299942,-0.395268,-0.215711,-0.566718,-0.374248,-0.920291,-0.389929,-1.409708,-0.371642,-1.71709,-0.361724,-1.976065,-0.207393,-0.965829,-0.148707,-1.021022,-0.12159,-0.65285,-0.129695,-0.380074,-0.056504,-0.927008,-0.003353,-0.842403,-0.009153,-0.507773,-0.044098,-0.297192,0.081261,-0.824209,0.126791,-0.753693,0.097597,-0.493594,0.042123,-0.331287
point_up,0.0,0.0,-0.182505,0.002403,-0.326951,-0.154632,-0.306616,-0.377209,-0.237037,-0.563312,-0.375221,-0.919386,-0.388962,-1.406057,-0.370706,-1.709849,-0.357316,-1.962799,-0.208925,-0.966824,-0.153869,-1.006274,-0.13349,-0.647676,-0.138222,-0.38248,-0.059218,-0.926589,-0.014253,-0.825104,-0.024703,-0.499996,-0.053242,-0.298696,0.078289,-0.822793,0.110605,-0.735323,0.076811,-0.480249,0.024481,-0.327597
point_up,0.0,0.0,-0.181716,0.000631,-0.327244,-0.146855,-0.313523,-0.362891,-0.241332,-0.560768,-0.381843,-0.917354,-0.401512,-1.420499,-0.382995,-1.733598,-0.36951,-1.99977,-0.209997,-0.963938,-0.160128,-1.028151,-0.128707,-0.651039,-0.129795,-0.372586,-0.055856,-0.924081,-0.014368,-0.853681,-0.015973,-0.509409,-0.043543,-0.292968,0.084356,-0.821559,0.11705,-0.76387,0.091132,-0.500391,0.042045,-0.335136
point_up,0.0,0.0,-0.186249,0.022612,-0.340958,-0.140426,-0.327619,-0.372327,-0.25722,-0.561136,-0.396321,-0.926056,-0.416277,-1.43711,-0.395904,-1.749042,-0.379847,-2.011494,-0.2246,-0.961925,-0.168464,-1.04251,-0.136211,-0.657827,-0.140868,-0.377947,-0.070807,-0.91922,-0.020544,-0.896261,-0.021431,-0.534297,-0.052784,-0.303484,0.068821,-0.814498,0.107888,-0.797408,0.086673,-0.513881,0.036518,-0.334173
point_up,0.0,0.0,-0.187826,0.015847,-0.339542,-0.14703,-0.325483,-0.381505,-0.259112,-0.570475,-0.394327,-0.920206,-0.410459,-1.411882,-0.390938,-1.719653,-0.377468,-1.982588,-0.226488,-0.962577,-0.168515,-1.03905,-0.140267,-0.663798,-0.148306,-0.394793,-0.074437,-0.92596,-0.025256,-0.887116,-0.031358,-0.534957,-0.06591,-0.316101,0.066124,-0.828272,0.097883,-0.784722,0.068857,-0.510413,0.013947,-0.344069
point_up,0.0,0.0,-0.184292,0.00796,-0.32699,-0.156046,-0.304925,-0.381569,-0.231063,-0.559395,-0.372702,-0.927144,-0.385224,-1.433487,-0.365317,-1.745486,-0.35273,-2.006538,-0.201961,-0.966601,-0.141675,-1.01362,-0.120066,-0.647437,-0.13573,-0.396023,-0.048265,-0.92089,6.5e-05,-0.857043,-0.007105,-0.516575,-0.044365,-0.31511,0.090961,-0.816905,0.128457,-0.76158,0.099961,-0.489193,0.044562,-0.325555
point_up,0.0,0.0,-0.182315,0.003989,-0.317133,-0.148705,-0.301748,-0.372498,-0.239952,-0.575178,-0.367096,-0.92364,-0.381146,-1.407763,-0.360451,-1.712053,-0.344435,-1.971571,-0.199076,-0.968353,-0.140814,-1.017992,-0.11992,-0.651586,-0.129991,-0.379423,-0.04642,-0.928625,0.00224,-0.834597,-0.013893,-0.488869,-0.051424,-0.271794,0.091765,-0.826056,0.126465,-0.746538,0.090274,-0.474218,0.033342,-0.304423
point_up,0.0,0.0,-0.181366,0.017851,-0.328379,-0.133497,-0.31605,-0.364317,-0.250766,-0.568525,-0.386233,-0.930176,-0.400605,-1.438682,-0.379198,-1.7497,-0.363124,-2.009577,-0.216622,-0.963892,-0.150892,-1.031461,-0.120167,-0.655395,-0.129687,-0.384261,-0.063326,-0.922276,-0.006745,-0.871432,-0.011731,-0.514385,-0.048488,-0.299061,0.076897,-0.822676,0.117889,-0.789096,0.091489,-0.506626,0.03576,-0.333797
point_up,0.0,0.0,-0.177006,0.006821,-0.322102,-0.145649,-0.307774,-0.371447,-0.235566,-0.566909,-0.371006,-0.92153,-0.386266,-1.414051,-0.366324,-1.725691,-0.351797,-1.988712,-0.200558,-0.968068,-0.150872,-1.019623,-0.123597,-0.640447,-0.125586,-0.363754,-0.046894,-0.925947,-0.005656,-0.838844,-0.017121,-0.496032,-0.049548,-0.281065,0.091885,-0.820204,0.122961,-0.750867,0.091665,-0.487588,0.040931,-0.326054
point_up,0.0,0.0,-0.177868,0.004014,-0.327052,-0.155059,-0.3128,-0.378179,-0.235087,-0.563186,-0.37543,-0.922172,-0.391467,-1.414784,-0.373008,-1.717385,-0.357637,-1.977926,-0.208229,-0.965453,-0.148998,-1.017213,-0.121086,-0.63662,-0.127126,-0.376872,-0.057411,-0.924907,-0.004732,-0.860173,-0.013354,-0.51624,-0.047834,-0.319191,0.081352,-0.821815,0.123478,-0.771615,0.095053,-0.504682,0.041453,-0.353893
point_up,0.0,0.0,-0.180696,0.009659,-0.334035,-0.144919,-0.320755,-0.376422,-0.259075,-0.581015,-0.391618,-0.929632,-0.41004,-1.440043,-0.391235,-1.752294,-0.377618,-2.018448,-0.218484,-0.962512,-0.163921,-1.065562,-0.126505,-0.680649,-0.130417,-0.397696,-0.062392,-0.917966,-0.010303,-0.908576,-0.008692,-0.552059,-0.04116,-0.326643,0.080531,-0.811682,0.122537,-0.811713,0.101708,-0.540477,0.050272,-0.365557
point_up,0.0,0.0,-0.17743,0.015881,-0.321491,-0.131126,-0.309666,-0.356481,-0.258569,-0.572067,-0.380419,-0.924402,-0.401468,-1.4318,-0.38231,-1.743206,-0.36587,-2.004363,-0.208803,-0.964474,-0.155128,-1.04131,-0.122434,-0.651981,-0.126617,-0.379362,-0.053824,-0.921954,-0.00588,-0.883922,-0.006806,-0.526081,-0.036863,-0.314999,0.088029,-0.818429,0.123964,-0.796688,0.101875,-0.520684,0.054046,-0.35698
point_up,0.0,0.0,-0.178628,0.016601,-0.321189,-0.134603,-0.308769,-0.366846,-0.251836,-0.569832,-0.38099,-0.921788,-0.395977,-1.422762,-0.374754,-1.728108,-0.357875,-1.985571,-0.211209,-0.965956,-0.158861,-1.038083,-0.1321,-0.660219,-0.136316,-0.391948,-0.057453,-0.927053,-0.01079,-0.858965,-0.022452,-0.512097,-0.057653,-0.308539,0.083106,-0.823945,0.117443,-0.761393,0.080272,-0.486527,0.020357,-0.328326
point_up,0.0,0.0,-0.182022,0.018627,-0.324381,-0.130534,-0.307172,-0.359615,-0.251288,-0.56241,-0.381505,-0.927011,-0.394369,-1.443487,-0.372681,-1.753404,-0.356905,-2.01265,-0.208462,-0.964056,-0.148364,-1.032326,-0.121693,-0.657959,-0.131106,-0.392123,-0.051602,-0.920094,-0.00226,-0.859401,-0.009134,-0.510132,-0.045117,-0.302842,0.093091,-0.817696,0.131988,-0.767929,0.100345,-0.49483,0.042147,-0.332207
point_up,0.0,0.0,-0.1858,0.018866,-0.333274,-0.133481,-0.323771,-0.368274,-0.265985,-0.578653,-0.393995,-0.929568,-0.410076,-1.444345,-0.387244,-1.761679,-0.372401,-2.023372,-0.221829,-0.961911,-0.162092,-1.04105,-0.128911,-0.660343,-0.13992,-0.379368,-0.065672,-0.919905,-0.012363,-0.878355,-0.0188,-0.513412,-0.059656,-0.284906,0.07509,-0.816252,0.119562,-0.778851,0.089844,-0.49062,0.030109,-0.309844
point_up,0.0,0.0,-0.181383,-0.00327,-0.325062,-0.163099,-0.308929,-0.387576,-0.246734,-0.577382,-0.372714,-0.927863,-0.388454,-1.421471,-0.369712,-1.729363,-0.358214,-1.983684,-0.202443,-0.968006,-0.160811,-1.013672,-0.141369,-0.642953,-0.148228,-0.380957,-0.04929,-0.923312,-0.01567,-0.842088,-0.032501,-0.50277,-0.067071,-0.297951,0.09027,-0.816609,0.116038,-0.740819,0.076663,-0.475873,0.022015,-0.324167
point_up,0.0,0.0,-0.184577,0.003186,-0.338306,-0.153382,-0.325966,-0.386504,-0.265057,-0.589841,-0.38896,-0.923308,-0.406851,-1.413988,-0.386738,-1.726052,-0.373928,-1.987888,-0.222529,-0.963102,-0.169748,-1.031441,-0.136782,-0.655776,-0.141462,-0.369046,-0.069682,-0.92501,-0.022136,-0.883676,-0.026167,-0.533347,-0.059471,-0.298819,0.072514,-0.824681,0.106709,-0.795034,0.079362,-0.524539,0.025578,-0.343836
point_up,0.0,0.0,-0.182229,0.005311,-0.334009,-0.153418,-0.318699,-0.374654,-0.251825,-0.566824,-0.3767,-0.926998,-0.390352,-1.414481,-0.376391,-1.719058,-0.368764,-1.97156,-0.20996,-0.965898,-0.151967,-1.007762,-0.127347,-0.637667,-0.13726,-0.371581,-0.057652,-0.916982,-0.00973,-0.867554,-0.018795,-0.52764,-0.055284,-0.310886,0.081791,-0.805711,0.11534,-0.767852,0.084633,-0.501312,0.027692,-0.328403
point_up,0.0,0.0,-0.175166,-0.000417,-0.317436,-0.15526,-0.304413,-0.369386,-0.237749,-0.551444,-0.359066,-0.921437,-0.373597,-1.401313,-0.358343,-1.699524,-0.346107,-1.954489,-0.195246,-0.968397,-0.132667,-0.961011,-0.114292,-0.595739,-0.12476,-0.358169,-0.046003,-0.92523,0.002737,-0.822097,-0.01177,-0.497518,-0.04801,-0.31561,0.091101,-0.823462,0.128136,-0.741345,0.093971,-0.480915,0.03903,-0.334791
point_up,0.0,0.0,-0.178661,0.018309,-0.33118,-0.140406,-0.321987,-0.368729,-0.253607,-0.553089,-0.380179,-0.920117,-0.392536,-1.411556,-0.372878,-1.712194,-0.356746,-1.964839,-0.213757,-0.965501,-0.15488,-0.983063,-0.126276,-0.609044,-0.129661,-0.343569,-0.062592,-0.924823,-0.017191,-0.851027,-0.02355,-0.513579,-0.054234,-0.301602,0.075271,-0.824237,0.112035,-0.769136,0.083212,-0.496443,0.031152,-0.32888
point_up,0.0,0.0,-0.183045,0.002166,-0.33587,-0.168215,-0.312258,-0.392559,-0.234181,-0.551264,-0.382521,-0.936073,-0.394532,-1.43435,-0.374348,-1.743738,-0.361786,-2.004025,-0.210125,-0.965878,-0.165661,-1.037565,-0.139699,-0.663836,-0.144304,-0.397052,-0.054771,-0.915237,-0.022908,-0.886026,-0.025816,-0.54328,-0.051878,-0.327411,0.087619,-0.806624,0.108937,-0.789556,0.082941,-0.525786,0.038403,-0.362693
point_up,0.0,0.0,-0.187455,0.006121,-0.344226,-0.169482,-0.323928,-0.399676,-0.241743,-0.561049,-0.391171,-0.934607,-0.40521,-1.439739,-0.386516,-1.749794,-0.374218,-2.006952,-0.218636,-0.963875,-0.17395,-1.044541,-0.152549,-0.669488,-0.161302,-0.402111,-0.06272,-0.911399,-0.028642,-0.896215,-0.035738,-0.546653,-0.066515,-0.328315,0.079813,-0.797775,0.101448,-0.784165,0.072724,-0.515235,0.023971,-0.350757
point_up,0.0,0.0,-0.186933,-0.003924,-0.33367,-0.169301,-0.309334,-0.380873,-0.224203,-0.550302,-0.372111,-0.923923,-0.384956,-1.4166,-0.369568,-1.722063,-0.359576,-1.978636,-0.204268,-0.96632,-0.148155,-1.009945,-0.12612,-0.635435,-0.134102,-0.374358,-0.054646,-0.922138,-0.013797,-0.840729,-0.022052,-0.507744,-0.054612,-0.31211,0.082386,-0.817225,0.112385,-0.749013,0.079331,-0.486878,0.023505,-0.334867
point_up,0.0,0.0,-0.182738,0.006852,-0.328896,-0.148271,-0.310244,-0.374469,-0.235492,-0.575426,-0.37118,-0.927958,-0.386785,-1.416507,-0.372054,-1.717487,-0.359639,-1.979488,-0.203418,-0.966519,-0.152482,-1.01731,-0.136987,-0.644088,-0.146055,-0.40616,-0.053925,-0.918846,-0.014338,-0.851218,-0.028243,-0.515544,-0.060811,-0.342383,0.085146,-0.810648,0.113518,-0.746931,0.077659,-0.482257,0.023248,-0.345154
point_up,0.0,0.0,-0.185416,0.005579,-0.329227,-0.158597,-0.303423,-0.380172,-0.239285,-0.57056,-0.375943,-0.922549,-0.389945,-1.413258,-0.372694,-1.717594,-0.362177,-1.978095,-0.207824,-0.966136,-0.14728,-1.01648,-0.119788,-0.643278,-0.126855,-0.373678,-0.056782,-0.923543,-0.009197,-0.860625,-0.014383,-0.518731,-0.046433,-0.306858,0.082821,-0.817903,0.119364,-0.763031,0.09021,-0.491799,0.036737,-0.325995
point_up,0.0,0.0,-0.182057,0.000529,-0.319048,-0.149655,-0.300358,-0.354484,-0.245635,-0.54677,-0.366461,-0.94592,-0.378756,-1.45024,-0.363131,-1.759095,-0.351699,-2.024702,-0.193647,-0.966819,-0.140776,-1.053333,-0.1147,-0.664895,-0.121411,-0.413366,-0.039949,-0.912877,0.003273,-0.886704,-0.001806,-0.52968,-0.033315,-0.337937,0.102243,-0.803308,0.133298,-0.78705,0.105639,-0.506929,0.054696,-0.355006
point_up,0.0,0.0,-0.182386,-0.004639,-0.327045,-0.171788,-0.308905,-0.386049,-0.241511,-0.55891,-0.363615,-0.936802,-0.377355,-1.434411,-0.360113,-1.738418,-0.349715,-1.993376,-0.194745,-0.968868,-0.141361,-1.020191,-0.121203,-0.64673,-0.132206,-0.376797,-0.043381,-0.918703,-0.001376,-0.848673,-0.010647,-0.506049,-0.044077,-0.296811,0.095494,-0.806763,0.128586,-0.748969,0.094874,-0.479161,0.040092,-0.318062
point_up,0.0,0.0,-0.188886,-0.006063,-0.338394,-0.172319,-0.312592,-0.376413,-0.237592,-0.552867,-0.372833,-0.932542,-0.383693,-1.427167,-0.36528,-1.732345,-0.353171,-1.993039,-0.204533,-0.966422,-0.155337,-1.028385,-0.138381,-0.648732,-0.147869,-0.388101,-0.056591,-0.923863,-0.015483,-0.845256,-0.024518,-0.504832,-0.053506,-0.319391,0.079905,-0.823253,0.112641,-0.763256,0.085768,-0.502837,0.040861,-0.368797
point_up,0.0,0.0,-0.183021,-0.005133,-0.32626,-0.165388,-0.310008,-0.381925,-0.253998,-0.589422,-0.370074,-0.943272,-0.390757,-1.458003,-0.374486,-1.774981,-0.365289,-2.050523,-0.202229,-0.965533,-0.155672,-1.066972,-0.137069,-0.688901,-0.149595,-0.428554,-0.052518,-0.916659,-0.006015,-0.888835,-0.015213,-0.534041,-0.050072,-0.336593,0.086817,-0.810086,0.12388,-0.786152,0.097603,-0.513243,0.04896,-0.365001
point_up,0.0,0.0,-0.180702,-0.001582,-0.332735,-0.167657,-0.313537,-0.387057,-0.223117,-0.557512,-0.358536,-0.930867,-0.372815,-1.408825,-0.355525,-1.706566,-0.340725,-1.966062,-0.19541,-0.969326,-0.132905,-1.00969,-0.120883,-0.634575,-0.134346,-0.388302,-0.049358,-0.92084,0.003576,-0.836134,-0.018732,-0.50539,-0.059709,-0.33099,0.084987,-0.812848,0.1264,-0.745341,0.087779,-0.49008,0.028659,-0.356404
point_up,0.0,0.0,-0.180384,-0.008563,-0.323168,-0.164558,-0.298921,-0.381537,-0.219815,-0.575702,-0.35716,-0.937539,-0.375348,-1.437714,-0.356828,-1.744677,-0.34269,-2.010181,-0.189941,-0.967984,-0.141527,-1.04286,-0.129038,-0.664392,-0.143631,-0.432903,-0.04108,-0.921075,0.005542,-0.865478,-0.011241,-0.525538,-0.049894,-0.366681,0.097794,-0.814005,0.133818,-0.74564,0.095803,-0.48226,0.036605,-0.36498
point_up,0.0,0.0,-0.179161,0.001417,-0.326166,-0.157271,-0.305024,-0.377007,-0.22582,-0.567682,-0.360322,-0.943467,-0.37242,-1.445896,-0.35532,-1.75062,-0.341727,-2.014337,-0.187853,-0.969447,-0.137328,-1.040136,-0.122928,-0.651622,-0.135008,-0.396203,-0.035818,-0.914161,0.006331,-0.870606,-0.011956,-0.519292,-0.050614,-0.326823,0.103937,-0.79801,0.133094,-0.758335,0.094372,-0.485203,0.034806,-0.336717
point_up,0.0,0.0,-0.174245,0.000463,-0.316368,-0.149792,-0.297893,-0.370087,-0.221075,-0.573208,-0.355693,-0.93231,-0.372426,-1.437007,-0.351793,-1.744702,-0.335883,-2.010293,-0.18376,-0.969549,-0.132793,-1.019252,-0.119725,-0.648901,-0.133647,-0.405256,-0.03091,-0.922178,0.006425,-0.837479,-0.011807,-0.501228,-0.048484,-0.322548,0.111724,-0.813905,0.135999,-0.730513,0.094284,-0.464812,0.035619,-0.326694
point_up,0.0,0.0,-0.183499,-0.004064,-0.333517,-0.170672,-0.307871,-0.38463,-0.221385,-0.56674,-0.363138,-0.943989,-0.380263,-1.450267,-0.360177,-1.756637,-0.345571,-2.022231,-0.189709,-0.969086,-0.142326,-1.046785,-0.129287,-0.686184,-0.143454,-0.446899,-0.036666,-0.915917,-0.003452,-0.859604,-0.019833,-0.527533,-0.05556,-0.351979,0.104308,-0.804458,0.123714,-0.744898,0.084487,-0.480787,0.028591,-0.344012
point_up,0.0,0.0,-0.185737,-0.015097,-0.330493,-0.186533,-0.299305,-0.399068,-0.222368,-0.576631,-0.363241,-0.947533,-0.38199,-1.45626,-0.362573,-1.768108,-0.350834,-2.031729,-0.191695,-0.967812,-0.136507,-1.039792,-0.113173,-0.6755,-0.124737,-0.412218,-0.038306,-0.910578,0.005268,-0.871689,-0.000709,-0.535266,-0.03241,-0.327676,0.102036,-0.794026,0.134665,-0.761304,0.105472,-0.49852,0.055754,-0.337402
point_up,0.0,0.0,-0.182647,-0.00526,-0.323116,-0.170442,-0.309129,-0.390477,-0.249347,-0.584144,-0.37122,-0.940156,-0.392539,-1.449915,-0.375618,-1.756885,-0.361817,-2.023082,-0.203818,-0.966054,-0.150854,-1.045268,-0.132538,-0.674232,-0.142135,-0.425602,-0.051545,-0.915971,-0.006051,-0.886076,-0.016876,-0.537844,-0.047934,-0.344907,0.091415,-0.808006,0.123612,-0.770683,0.090739,-0.492767,0.040562,-0.343488
point_up,0.0,0.0,-0.190267,-0.003164,-0.3355,-0.186644,-0.322413,-0.432542,-0.259896,-0.633798,-0.397881,-0.931549,-0.420021,-1.437612,-0.40124,-1.752588,-0.387752,-2.024611,-0.230331,-0.962047,-0.174462,-1.095321,-0.153499,-0.72448,-0.17044,-0.471176,-0.077424,-0.922247,-0.023984,-0.920935,-0.035424,-0.571019,-0.077748,-0.384385,0.06237,-0.821807,0.103271,-0.793708,0.070336,-0.512165,0.010414,-0.367195
point_up,0.0,0.0,-0.179595,-0.034413,-0.305924,-0.215074,-0.278029,-0.43129,-0.222419,-0.628157,-0.36378,-0.928123,-0.385012,-1.424057,-0.36865,-1.742822,-0.356866,-2.019322,-0.193114,-0.968745,-0.154168,-1.057789,-0.147578,-0.704913,-0.166671,-0.476228,-0.038518,-0.923634,-0.013717,-0.866127,-0.027669,-0.548344,-0.062406,-0.396416,0.101138,-0.818525,0.117141,-0.741666,0.081725,-0.489077,0.032026,-0.383502
point_up,0.0,0.0,-0.17427,-0.034126,-0.312207,-0.219253,-0.287712,-0.45915,-0.232354,-0.68971,-0.368477,-0.930256,-0.393057,-1.418543,-0.38127,-1.728944,-0.374176,-2.009144,-0.203097,-0.96565,-0.158609,-1.127589,-0.151652,-0.77597,-0.172763,-0.555511,-0.051623,-0.92318,-0.015637,-0.932987,-0.034525,-0.59789,-0.075508,-0.458109,0.088074,-0.821322,0.110348,-0.787827,0.070674,-0.532933,0.015525,-0.440561
point_up,0.0,0.0,-0.176029,-0.016565,-0.31369,-0.202738,-0.290748,-0.437109,-0.227048,-0.660997,-0.374617,-0.929538,-0.402039,-1.407608,-0.388682,-1.712952,-0.374009,-1.991797,-0.210712,-0.963836,-0.147174,-1.125401,-0.130793,-0.751789,-0.145619,-0.501429,-0.058925,-0.915859,-0.005891,-0.96243,-0.01898,-0.606414,-0.055591,-0.423211,0.081042,-0.803358,0.120113,-0.815716,0.089149,-0.548693,0.039212,-0.420629
